INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192075491,3207,Property Found,PROPERTY - FOUND,B2,267,,2019-09-19 12:00:00,2019,9,Thursday,12,Part Three,MOUNT PLEASANT AVE,42.32491307,-71.0767717,"(42.32491307, -71.07677170)"
I192075490,3301,Verbal Disputes,VERBAL DISPUTE,B3,473,,2019-09-19 15:36:00,2019,9,Thursday,15,Part Three,KENNEBEC ST,42.27316021,-71.10615651,"(42.27316021, -71.10615651)"
I192075488,619,Larceny,LARCENY ALL OTHERS,D4,594,,2019-09-02 14:55:00,2019,9,Monday,14,Part One,SAINT BOTOLPH ST,42.3414751,-71.08495034,"(42.34147510, -71.08495034)"
I192075487,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - INJURY,D4,134,,2019-09-19 16:17:00,2019,9,Thursday,16,Part Three,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I192075486,3007,Medical Assistance,SUDDEN DEATH,E18,499,,2019-09-19 00:00:00,2019,9,Thursday,0,Part Three,AMERICAN LEGION HWY,42.27810693,-71.11636523,"(42.27810693, -71.11636523)"
I192075485,3301,Verbal Disputes,VERBAL DISPUTE,D4,620,,2019-09-19 15:02:00,2019,9,Thursday,15,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)"
I192075485,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,620,,2019-09-19 15:02:00,2019,9,Thursday,15,Part Three,HEMENWAY ST,42.34587157,-71.08938851,"(42.34587157, -71.08938851)"
I192075484,3205,License Plate Related Incidents,M/V PLATES - LOST,E13,570,,2019-09-18 17:00:00,2019,9,Wednesday,17,Part Three,WILLIAMS ST,,,"(0.00000000, 0.00000000)"
I192075482,562,Other Burglary,BURGLARY - OTHER - NO FORCE,E13,906,,2019-01-09 10:00:00,2019,1,Wednesday,10,Part One,PLANT CT,42.3248775,-71.10316435,"(42.32487750, -71.10316435)"
I192075482,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E13,906,,2019-01-09 10:00:00,2019,1,Wednesday,10,Part One,PLANT CT,42.3248775,-71.10316435,"(42.32487750, -71.10316435)"
I192075481,2647,Other,THREATS TO DO BODILY HARM,B2,312,,2019-09-19 16:10:00,2019,9,Thursday,16,Part Two,TOWNSEND ST,42.31788176,-71.08911975,"(42.31788176, -71.08911975)"
I192075480,724,Auto Theft,AUTO THEFT,C11,461,,2019-09-15 11:00:00,2019,9,Sunday,11,Part One,ROSSETER ST,42.30417845,-71.07600129,"(42.30417845, -71.07600129)"
I192075479,3115,Investigate Person,INVESTIGATE PERSON,E13,916,,2019-09-13 12:00:00,2019,9,Friday,12,Part Three,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I192075478,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,151,,2019-09-19 14:26:00,2019,9,Thursday,14,Part Three,WARREN AVE,42.3451635,-71.07129114,"(42.34516350, -71.07129114)"
I192075477,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,347,,2019-09-19 15:24:59,2019,9,Thursday,15,Part Two,ADAMS ST,42.30715639,-71.06245539,"(42.30715639, -71.06245539)"
I192075476,3301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2019-09-19 15:01:00,2019,9,Thursday,15,Part Three,FAYSTON ST,42.31224327,-71.07549901,"(42.31224327, -71.07549901)"
I192075475,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,D14,749,,2019-09-19 09:00:00,2019,9,Thursday,9,Part Three,CHESTNUT HILL AVE,42.3353997,-71.15025675,"(42.33539970, -71.15025675)"
I192075473,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,793,,2019-09-02 09:00:00,2019,9,Monday,9,Part Three,COMMONWEALTH AVE,42.34795358,-71.13630736,"(42.34795358, -71.13630736)"
I192075472,301,Robbery,ROBBERY - STREET,B3,464,,2019-09-19 15:18:00,2019,9,Thursday,15,Part One,DONALD RD,42.29096807,-71.09010919,"(42.29096807, -71.09010919)"
I192075472,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,464,,2019-09-19 15:18:00,2019,9,Thursday,15,Part One,DONALD RD,42.29096807,-71.09010919,"(42.29096807, -71.09010919)"
I192075470,3201,Property Lost,PROPERTY - LOST,D4,151,,2019-09-17 21:00:00,2019,9,Tuesday,21,Part Three,CHANDLER ST,42.34715987,-71.07026381,"(42.34715987, -71.07026381)"
I192075469,3301,Verbal Disputes,VERBAL DISPUTE,D14,796,,2019-09-19 14:03:00,2019,9,Thursday,14,Part Three,COMMONWEALTH AVE,42.35124218,-71.12616899,"(42.35124218, -71.12616899)"
I192075468,2647,Other,THREATS TO DO BODILY HARM,A7,25,,2019-09-19 14:38:00,2019,9,Thursday,14,Part Two,W EAGLE ST,42.38135785,-71.03768163,"(42.38135785, -71.03768163)"
I192075468,3170,Other,INTIMIDATING WITNESS,A7,25,,2019-09-19 14:38:00,2019,9,Thursday,14,Part Three,W EAGLE ST,42.38135785,-71.03768163,"(42.38135785, -71.03768163)"
I192075467,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,E5,691,,2019-09-19 15:20:00,2019,9,Thursday,15,Part Two,CENTRE ST,,,"(0.00000000, 0.00000000)"
I192075466,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,644,,2019-09-19 14:44:00,2019,9,Thursday,14,Part Three,DUNSTER RD,42.3122892,-71.11960554,"(42.31228920, -71.11960554)"
I192075465,3201,Property Lost,PROPERTY - LOST,E13,637,,2019-09-18 06:30:00,2019,9,Wednesday,6,Part Three,SPRING PARK AVE,,,"(0.00000000, 0.00000000)"
I192075464,3115,Investigate Person,INVESTIGATE PERSON,B2,611,,2019-09-19 14:41:00,2019,9,Thursday,14,Part Three,RIVERWAY,42.33359101,-71.11175636,"(42.33359101, -71.11175636)"
I192075463,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,630,,2019-09-05 07:00:00,2019,9,Thursday,7,Part Two,MOUNTFORT ST,42.34848082,-71.10639861,"(42.34848082, -71.10639861)"
I192075461,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A15,44,,2019-09-19 14:23:00,2019,9,Thursday,14,Part Three,MEDFORD ST,42.38048207,-71.06087725,"(42.38048207, -71.06087725)"
I192075459,3301,Verbal Disputes,VERBAL DISPUTE,A1,122,,2019-09-19 14:07:00,2019,9,Thursday,14,Part Three,WASHINGTON ST,42.35000492,-71.06359053,"(42.35000492, -71.06359053)"
I192075458,619,Larceny,LARCENY ALL OTHERS,E5,710,,2019-09-19 14:08:00,2019,9,Thursday,14,Part One,CENTRE ST,42.27417433,-71.1603713,"(42.27417433, -71.16037130)"
I192075457,3114,Investigate Property,INVESTIGATE PROPERTY,B2,281,,2019-09-19 14:25:00,2019,9,Thursday,14,Part Three,WINTHROP ST,42.32562939,-71.0797627,"(42.32562939, -71.07976270)"
I192075456,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,439,,2019-09-19 13:50:00,2019,9,Thursday,13,Part Three,TALBOT AVE,42.29219838,-71.07873065,"(42.29219838, -71.07873065)"
I192075455,3410,Towed,TOWED MOTOR VEHICLE,B3,428,,2019-09-19 13:44:00,2019,9,Thursday,13,Part Three,BLUE HILL AVE,42.28162372,-71.092192,"(42.28162372, -71.09219200)"
I192075454,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,257,,2019-09-19 12:28:00,2019,9,Thursday,12,Part One,EVERETT AVE,42.31526714,-71.0630687,"(42.31526714, -71.06306870)"
I192075453,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E5,550,,2019-09-19 14:13:00,2019,9,Thursday,14,Part Three,WINTON ST,,,"(0.00000000, 0.00000000)"
I192075451,3301,Verbal Disputes,VERBAL DISPUTE,D4,271,,2019-09-19 11:30:00,2019,9,Thursday,11,Part Three,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
I192075450,1402,Vandalism,VANDALISM,D14,769,,2019-09-18 22:10:00,2019,9,Wednesday,22,Part Two,LEICESTER ST,,,"(0.00000000, 0.00000000)"
I192075449,613,Larceny,LARCENY SHOPLIFTING,E18,496,,2019-09-19 13:20:00,2019,9,Thursday,13,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I192075448,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,D4, ,,2019-09-19 14:25:00,2019,9,Thursday,14,Part Two,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192075448,1847,Drug Violation,DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP,D4, ,,2019-09-19 14:25:00,2019,9,Thursday,14,Part Two,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192075448,1844,Drug Violation,DRUGS - POSS CLASS C,D4, ,,2019-09-19 14:25:00,2019,9,Thursday,14,Part Two,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192075448,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4, ,,2019-09-19 14:25:00,2019,9,Thursday,14,Part Two,ALBANY ST,,,"(0.00000000, 0.00000000)"
I192075446,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2019-09-19 13:57:00,2019,9,Thursday,13,Part Three,ELIZABETH ST,42.27986526,-71.08798275,"(42.27986526, -71.08798275)"
I192075444,613,Larceny,LARCENY SHOPLIFTING,C11,450,,2019-09-19 13:37:00,2019,9,Thursday,13,Part One,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I192075443,3201,Property Lost,PROPERTY - LOST,B2,311,,2019-09-19 14:14:00,2019,9,Thursday,14,Part Three,MAYWOOD ST,42.31809368,-71.08145801,"(42.31809368, -71.08145801)"
I192075442,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,357,,2019-09-18 00:00:00,2019,9,Wednesday,0,Part One,BLOOMFIELD ST,,,"(0.00000000, 0.00000000)"
I192075441,3007,Medical Assistance,SUDDEN DEATH,E13,648,,2019-09-19 13:35:00,2019,9,Thursday,13,Part Three,SOUTH ST,,,"(0.00000000, 0.00000000)"
I192075440,3201,Property Lost,PROPERTY - LOST,B3,465,,2019-09-17 08:00:00,2019,9,Tuesday,8,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I192075439,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,349,,2019-09-19 13:38:00,2019,9,Thursday,13,Part Two,ELLET ST,42.30421672,-71.05936906,"(42.30421672, -71.05936906)"
I192075438,3007,Medical Assistance,SUDDEN DEATH,A7,12,,2019-09-19 12:07:00,2019,9,Thursday,12,Part Three,BRANDYWYNE DR,42.38783615,-71.01203798,"(42.38783615, -71.01203798)"
I192075437,1402,Vandalism,VANDALISM,B3,944,,2019-09-19 12:00:00,2019,9,Thursday,12,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I192075436,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,C6, ,,2019-09-19 13:56:00,2019,9,Thursday,13,Part Two,MASSACHUSETTS AVE,,,"(0.00000000, 0.00000000)"
I192075435,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,383,,2019-09-19 11:25:00,2019,9,Thursday,11,Part Three,CROCKETT AVE,42.28203813,-71.0523111,"(42.28203813, -71.05231110)"
I192075434,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,630,,2019-09-19 13:05:00,2019,9,Thursday,13,Part Three,BUSWELL ST,42.3475421,-71.10555758,"(42.34754210, -71.10555758)"
I192075433,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,270,,2019-09-19 13:00:00,2019,9,Thursday,13,Part Two,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I192075432,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,E18,496,,2019-09-19 13:26:00,2019,9,Thursday,13,Part Three,METROPOLITAN AVE,42.26847209,-71.11941323,"(42.26847209, -71.11941323)"
I192075431,1402,Vandalism,VANDALISM,D4, ,,2019-09-19 13:27:00,2019,9,Thursday,13,Part Two,,,,"(0.00000000, 0.00000000)"
I192075431,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",D4, ,,2019-09-19 13:27:00,2019,9,Thursday,13,Part Two,,,,"(0.00000000, 0.00000000)"
I192075431,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4, ,,2019-09-19 13:27:00,2019,9,Thursday,13,Part One,,,,"(0.00000000, 0.00000000)"
I192075430,3301,Verbal Disputes,VERBAL DISPUTE,B2,305,,2019-09-19 12:54:53,2019,9,Thursday,12,Part Three,CODMAN PARK,42.32006163,-71.09297076,"(42.32006163, -71.09297076)"
I192075428,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,282,,2019-09-19 06:45:00,2019,9,Thursday,6,Part Three,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
I192075427,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,752,,2019-09-19 11:25:00,2019,9,Thursday,11,Part Three,WASHINGTON ST,42.35042609,-71.16637332,"(42.35042609, -71.16637332)"
I192075426,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,2019-09-19 12:43:00,2019,9,Thursday,12,Part Three,CHELSEA ST,42.38453183,-71.02232294,"(42.38453183, -71.02232294)"
I192075425,3301,Verbal Disputes,VERBAL DISPUTE,B2,281,,2019-09-19 12:31:00,2019,9,Thursday,12,Part Three,MORELAND ST,42.32492328,-71.08069053,"(42.32492328, -71.08069053)"
I192075424,3410,Towed,TOWED MOTOR VEHICLE,A15,41,,2019-09-19 12:35:00,2019,9,Thursday,12,Part Three,TREMONT ST,,,"(0.00000000, 0.00000000)"
I192075422,619,Larceny,LARCENY ALL OTHERS,C6,203,,2019-08-30 11:23:00,2019,8,Friday,11,Part One,SUMMER ST,42.34747759,-71.04467675,"(42.34747759, -71.04467675)"
I192075421,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,915,,2019-09-19 12:50:00,2019,9,Thursday,12,Part Three,E EIGHTH ST,42.33216821,-71.05003555,"(42.33216821, -71.05003555)"
I192075420,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,594,,2019-09-19 11:44:00,2019,9,Thursday,11,Part Three,MASSACHUSETTS AVE,42.34218758,-71.08407092,"(42.34218758, -71.08407092)"
I192075419,3115,Investigate Person,INVESTIGATE PERSON,A1,61,,2019-09-19 13:15:00,2019,9,Thursday,13,Part Three,LEGENDS WAY,42.36643546,-71.06135413,"(42.36643546, -71.06135413)"
I192075417,1844,Drug Violation,DRUGS - POSS CLASS C,D4,270,,2019-09-19 12:36:00,2019,9,Thursday,12,Part Two,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.33421942, -71.07434616)"
I192075417,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,270,,2019-09-19 12:36:00,2019,9,Thursday,12,Part Two,MASSACHUSETTS AVE,42.33421942,-71.07434616,"(42.33421942, -71.07434616)"
I192075416,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,7,,2019-09-19 11:20:00,2019,9,Thursday,11,Part Three,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
I192075414,3115,Investigate Person,INVESTIGATE PERSON,B2,268,,2019-09-19 13:06:00,2019,9,Thursday,13,Part Three,ALBANY ST,42.33076942,-71.07766482,"(42.33076942, -71.07766482)"
I192075413,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,65,,2019-09-19 12:45:00,2019,9,Thursday,12,Part Three,CAMBRIDGE ST,42.36122324,-71.06593235,"(42.36122324, -71.06593235)"
I192075412,3201,Property Lost,PROPERTY - LOST,D14,807,,2019-09-19 11:00:00,2019,9,Thursday,11,Part Three,WESTERN AVE,42.36284173,-71.13792234,"(42.36284173, -71.13792234)"
I192075411,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,213,,2019-09-18 20:45:00,2019,9,Wednesday,20,Part Three,F ST,42.33760149,-71.04683835,"(42.33760149, -71.04683835)"
I192075410,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,187,,2019-09-18 12:57:00,2019,9,Wednesday,12,Part One,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I192075410,1402,Vandalism,VANDALISM,C6,187,,2019-09-18 12:57:00,2019,9,Wednesday,12,Part Two,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I192075409,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1, ,,2019-09-19 12:05:00,2019,9,Thursday,12,Part Three,SUMMER ST,,,"(0.00000000, 0.00000000)"
I192075408,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,317,,2019-09-19 12:17:00,2019,9,Thursday,12,Part Two,HUMBOLDT AVE,42.31262432,-71.08991596,"(42.31262432, -71.08991596)"
I192075406,617,Larceny,LARCENY THEFT FROM BUILDING,E18,503,,2019-09-17 17:17:00,2019,9,Tuesday,17,Part One,AMERICAN LEGION HWY,42.28544884,-71.11055934,"(42.28544884, -71.11055934)"
I192075405,3301,Verbal Disputes,VERBAL DISPUTE,C11,352,,2019-09-19 11:40:00,2019,9,Thursday,11,Part Three,JOSEPHINE ST,42.3005201,-71.06490653,"(42.30052010, -71.06490653)"
I192075404,613,Larceny,LARCENY SHOPLIFTING,E5,723,,2019-09-19 12:19:00,2019,9,Thursday,12,Part One,VFW PKWY,42.26623736,-71.16843346,"(42.26623736, -71.16843346)"
I192075403,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,623,,2019-09-16 15:00:00,2019,9,Monday,15,Part Three,BROOKLINE AVE,42.34826031,-71.09742803,"(42.34826031, -71.09742803)"
I192075402,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,355,,2019-09-19 12:49:00,2019,9,Thursday,12,Part Two,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)"
I192075401,3410,Towed,TOWED MOTOR VEHICLE,C6,226,,2019-09-19 11:35:00,2019,9,Thursday,11,Part Three,E FOURTH ST,,,"(0.00000000, 0.00000000)"
I192075400,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,623,,2019-09-22 19:15:00,2019,9,Sunday,19,Part Three,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I192075399,562,Other Burglary,BURGLARY - OTHER - NO FORCE,D4,167,,2019-09-18 21:00:00,2019,9,Wednesday,21,Part One,WAREHAM ST,42.33931449,-71.06748926,"(42.33931449, -71.06748926)"
I192075398,3125,Warrant Arrests,WARRANT ARREST,B3,429,,2019-09-19 12:12:00,2019,9,Thursday,12,Part Three,HANNON ST,42.28260196,-71.08546505,"(42.28260196, -71.08546505)"
I192075396,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,369,,2019-09-17 23:55:00,2019,9,Tuesday,23,Part One,VICTORY RD,42.29652112,-71.05229661,"(42.29652112, -71.05229661)"
I192075395,2647,Other,THREATS TO DO BODILY HARM,A15,38,,2019-09-17 05:00:00,2019,9,Tuesday,5,Part Two,EIGHTH ST,42.37474921,-71.05270605,"(42.37474921, -71.05270605)"
I192075394,3402,Service,ANIMAL INCIDENTS,E18,527,,2019-09-17 19:00:00,2019,9,Tuesday,19,Part Three,PRESCOTT ST,42.23480079,-71.13396522,"(42.23480079, -71.13396522)"
I192075392,3201,Property Lost,PROPERTY - LOST,E5,710,,2019-08-26 18:00:00,2019,8,Monday,18,Part Three,CENTRE TER,42.27265347,-71.15988781,"(42.27265347, -71.15988781)"
I192075391,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,512,,2019-09-19 12:26:00,2019,9,Thursday,12,Part Two,FAIRMOUNT AVE,,,"(0.00000000, 0.00000000)"
I192075390,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,286,,2019-09-18 21:00:00,2019,9,Wednesday,21,Part Three,SOJOURNER TRUTH CT,,,"(0.00000000, 0.00000000)"
I192075389,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,641,,2019-09-19 11:00:00,2019,9,Thursday,11,Part Three,GOODRICH RD,,,"(0.00000000, 0.00000000)"
I192075388,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,D4,627,,2019-09-19 10:59:00,2019,9,Thursday,10,Part Two,PETERBOROUGH ST,42.34280177,-71.1006951,"(42.34280177, -71.10069510)"
I192075386,2629,Harassment,HARASSMENT,A1,96,,2018-04-09 08:43:00,2018,4,Monday,8,Part Two,ATLANTIC AVE,42.35526402,-71.05098788,"(42.35526402, -71.05098788)"
I192075385,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,178,,2019-09-19 11:38:00,2019,9,Thursday,11,Part One,MASSACHUSETTS AVE,42.33081031,-71.07024806,"(42.33081031, -71.07024806)"
I192075383,619,Larceny,LARCENY ALL OTHERS,D4,903,,2019-09-19 12:06:00,2019,9,Thursday,12,Part One,WASHINGTON ST,42.33438722,-71.07958852,"(42.33438722, -71.07958852)"
I192075382,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,565,,2019-09-19 11:39:00,2019,9,Thursday,11,Part Three,CATBIRD CT,42.28813676,-71.09475747,"(42.28813676, -71.09475747)"
I192075380,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,405,,2019-08-23 16:30:00,2019,8,Friday,16,Part Three,DORCHESTER AVE,42.27273548,-71.06792411,"(42.27273548, -71.06792411)"
I192075379,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A15,60,,2019-09-19 11:31:00,2019,9,Thursday,11,Part Three,RUTHERFORD AVE,42.37167264,-71.06326413,"(42.37167264, -71.06326413)"
I192075378,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B2,330,,2019-09-19 10:51:00,2019,9,Thursday,10,Part Two,SEAVER ST,42.30455372,-71.08295366,"(42.30455372, -71.08295366)"
I192075376,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A15,41,,2019-09-17 16:00:00,2019,9,Tuesday,16,Part One,MOUNT VERNON ST,,,"(0.00000000, 0.00000000)"
I192075375,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A1, ,,2019-09-07 05:17:00,2019,9,Saturday,5,Part Three,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I192075374,2647,Other,THREATS TO DO BODILY HARM,D4,270,,2019-09-19 11:14:00,2019,9,Thursday,11,Part Two,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I192075374,613,Larceny,LARCENY SHOPLIFTING,D4,270,,2019-09-19 11:14:00,2019,9,Thursday,11,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I192075374,613,Larceny,LARCENY SHOPLIFTING,D4,270,,2019-09-19 11:14:00,2019,9,Thursday,11,Part One,HARRISON AVE,42.33401829,-71.07638124,"(42.33401829, -71.07638124)"
I192075372,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,186,,2019-09-18 13:00:00,2019,9,Wednesday,13,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I192075371,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,76,,2019-09-19 10:20:00,2019,9,Thursday,10,Part Three,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
I192075370,2657,Other,VIOLATION - CITY ORDINANCE,D4,170,,2019-09-19 11:01:00,2019,9,Thursday,11,Part Two,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I192075369,3410,Towed,TOWED MOTOR VEHICLE,B2,301,,2019-09-19 10:01:00,2019,9,Thursday,10,Part Three,BEECH GLEN ST,42.3246387,-71.09531354,"(42.32463870, -71.09531354)"
I192075368,617,Larceny,LARCENY THEFT FROM BUILDING,A1,61,,2019-09-17 17:30:00,2019,9,Tuesday,17,Part One,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I192075368,2610,Other,TRESPASSING,A1,61,,2019-09-17 17:30:00,2019,9,Tuesday,17,Part Two,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I192075367,3301,Verbal Disputes,VERBAL DISPUTE,E5,560,,2019-09-19 10:23:00,2019,9,Thursday,10,Part Three,POPLAR ST,,,"(0.00000000, 0.00000000)"
I192075366,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,112,,2019-09-19 09:45:00,2019,9,Thursday,9,Part Three,ESSEX ST,42.35246671,-71.06167002,"(42.35246671, -71.06167002)"
I192075365,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,,2019-09-19 10:09:00,2019,9,Thursday,10,Part Three,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I192075363,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,329,,2019-09-17 10:51:00,2019,9,Tuesday,10,Other,BISHOP JOE L SMITH WAY,42.30660388,-71.08055038,"(42.30660388, -71.08055038)"
I192075363,724,Auto Theft,AUTO THEFT,B2,329,,2019-09-17 10:51:00,2019,9,Tuesday,10,Part One,BISHOP JOE L SMITH WAY,42.30660388,-71.08055038,"(42.30660388, -71.08055038)"
I192075361,541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,A1,102,,2019-09-19 09:35:00,2019,9,Thursday,9,Part One,BROMFIELD ST,42.35698857,-71.06084937,"(42.35698857, -71.06084937)"
I192075360,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,280,,2019-09-19 10:22:00,2019,9,Thursday,10,Part One,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)"
I192075359,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,321,,2019-09-19 10:34:00,2019,9,Thursday,10,Part Two,ELM HILL PARK,42.31286014,-71.08215899,"(42.31286014, -71.08215899)"
I192075358,3410,Towed,TOWED MOTOR VEHICLE,A7,24,,2019-09-19 08:11:00,2019,9,Thursday,8,Part Three,EUTAW ST,42.37949215,-71.03685008,"(42.37949215, -71.03685008)"
I192075357,801,Simple Assault,ASSAULT - SIMPLE,E13,307,,2019-09-19 10:12:00,2019,9,Thursday,10,Part Two,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I192075356,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1,102,,2019-09-19 09:00:00,2019,9,Thursday,9,Part Three,BEACON ST,42.35782246,-71.06295166,"(42.35782246, -71.06295166)"
I192075355,3410,Towed,TOWED MOTOR VEHICLE,B3,425,,2019-09-19 08:57:00,2019,9,Thursday,8,Part Three,BABSON ST,42.27193751,-71.0921354,"(42.27193751, -71.09213540)"
